#"months" "Temperature" "Error"
1 15.3222222222222 0.0829621362392672
2 16.5766666666667 0.141232939837062
3 18.0612903225806 0.196127971134651
4 19.5774193548387 0.111075841320907
5 20.8724137931034 0.15336107557198
6 19.8387096774194 0.0658570330589669
7 18.7866666666667 0.0996238134913504
8 17.3677419354839 0.0717503282783234
9 15.8366666666667 0.0951083270262483
10 14.6870967741935 0.0580585421060596
11 14.558064516129 0.0658728317956843
12 14.5566666666667 0.0845112157874311
13 15.0709677419355 0.12130061727073
14 16.5266666666667 0.146603957335788
15 19.2 0.15012539561514
16 20.7548387096774 0.0767398495515323
17 21.125 0.108211164325388
18 21.1451612903226 0.11554812893591
19 19.64 0.106198686053737
20 18.1225806451613 0.134301032223621
21 16.4633333333333 0.146176034117059
22 14.8967741935484 0.109788052992807
23 14.058064516129 0.102209377507658
24 14.8866666666667 0.130139918808308
25 15.8806451612903 0.0790289663567297
26 17.5133333333333 0.0753128850286655
27 18.258064516129 0.0969174566816667
28 19.041935483871 0.136608237723586
29 21.6428571428571 0.120232201647168
30 21.0451612903226 0.089061861994234
31 19.6533333333333 0.102017953494711
32 17.3548387096774 0.0927290781176361
33 15.5433333333333 0.112104562575265
34 14.641935483871 0.0528284286346691
35 14.2451612903226 0.0616683306391171
36 14.2433333333333 0.0763662279170808
37 15.5967741935484 0.169216020935495
38 17.1433333333333 0.0810396998402115
39 18.4161290322581 0.150775541654313
40 18.9548387096774 0.102216164544254
41 19.8357142857143 0.192945306127054
42 19.9709677419355 0.0506290639440582
43 18.7033333333333 0.159632000172043
44 16.7645161290323 0.077812621235803
45 15.2233333333333 0.115736853063698
46 14.1741935483871 0.0733188268059709
47 13.841935483871 0.0630368033051571
48 14.1266666666667 0.0389321051609149
49 14.6225806451613 0.126721239864019
50 15.58 0.0847443755974536
51 17.0032258064516 0.17465689074061
52 19.0612903225806 0.120632510405656
53 19.9241379310345 0.0742209410409871
54 18.8225806451613 0.163543403033216
55 17.1966666666667 0.0723152951712763
56 15.9612903225806 0.118292276932285
57 14.6866666666667 0.0921933666715646
58 13.7322580645161 0.0634809423225167
59 13.1677419354839 0.0806408601003523
60 13.0433333333333 0.0524532267469655
61 14.2838709677419 0.0825789650366721
62 16.5266666666667 0.141415937690736
63 18.2870967741935 0.121526308978125
64 19.7 0.126491106406735
65 19.1428571428571 0.0761904761904762
66 19.2032258064516 0.0755601122183263
67 18.33 0.104623023333749
68 16.7322580645161 0.118265883861182
69 14.9766666666667 0.134650107096118
70 13.4612903225806 0.0567350793904212
71 13.2774193548387 0.0465381511707838
72 13.6666666666667 0.0499041226346952
73 14.9322580645161 0.108992166708191
74 16.0466666666667 0.0552389445605959
75 16.9161290322581 0.130844796363268
76 19.7935483870968 0.209296593783244
77 20.7607142857143 0.0598364803775741
78 20.0677419354839 0.085934095374491
79 18.8866666666667 0.147837541569515
80 16.9516129032258 0.131236548127199
81 14.8166666666667 0.0694946178902281
82 13.5935483870968 0.0524528429011041
83 13.6064516129032 0.0509976773392603
84 13.56 0.0642552381692256
85 13.9870967741935 0.0952350725450655
86 15.6633333333333 0.117589128175755
87 18.2 0.159569312812326
88 19.7258064516129 0.131979775408553
89 20.8678571428571 0.125045343249882
90 20.7741935483871 0.091694647764851
91 20.5066666666667 0.0893055369347448
92 18.5032258064516 0.12678691555636
93 15.5433333333333 0.114538888977162
94 13.8806451612903 0.130706875109278
95 13.2161290322581 0.0503955908195827
96 13.8266666666667 0.113556237860754
97 14.7064516129032 0.0640791653978524
98 15.9533333333333 0.12435889232225
99 18.6612903225806 0.114410825429121
100 20.7064516129032 0.0884679012162729
101 21.2862068965517 0.0997193275349149
102 20.2290322580645 0.10012825628787
103 19.3666666666667 0.0711697555118525
104 17.5258064516129 0.115560135807552
105 15.36 0.0883566440723285
106 13.841935483871 0.0727012140746102
107 13.7709677419355 0.0537204128894486
108 14.51 0.092890987895403
109 15.4290322580645 0.0819380238366788
110 15.8333333333333 0.0761627617902929
111 17.3870967741935 0.148305260275756
112 19.0322580645161 0.0664599639809431
113 19.6392857142857 0.154075093842924
114 20.2483870967742 0.117397492942945
115 18.7866666666667 0.172389117008108
116 17.2516129032258 0.0716729381214859
117 15.5266666666667 0.128379227500557
118 14.0129032258065 0.087343338770682
119 13.458064516129 0.0793487190576782
120 14.05 0.094412886320927
121 14.8838709677419 0.100546546669555
122 16.2933333333333 0.173465908627427
123 17.958064516129 0.152807011151173
124 19.8935483870968 0.109832275244562
125 20.6964285714286 0.193032205475454
126 20.341935483871 0.0873473099152326
127 19.1933333333333 0.0741128889364962
128 17.7 0.0801879512575407
129 16.31 0.0833701068287889
130 15.6354838709677 0.0840568659406154
131 14.6967741935484 0.0806537629821278
132 15.3333333333333 0.0807056996852504
133 15.7645161290323 0.0841846903427379
134 17.2733333333333 0.109116971227952
135 18.8290322580645 0.168433232257636
136 21.5548387096774 0.129086010309324
137 21.2821428571429 0.0568236787006378
138 21.1096774193548 0.0466869783852602
139 20.2233333333333 0.128356842151882
140 18.3516129032258 0.0854930001211739
141 16.9633333333333 0.128875180933089
142 15.6612903225806 0.0801446835960203
143 15.041935483871 0.0540358689212345
144 15.3266666666667 0.0637764294249182
145 16.541935483871 0.0706002213814171
146 17.7366666666667 0.0822783799109237
147 18.3838709677419 0.133609668553754
148 19.5032258064516 0.102284010140828
149 20.2827586206897 0.146306662680685
150 20.8903225806452 0.0786109022384666
151 19.8433333333333 0.113935183563462
152 18.0290322580645 0.0943789602472761
153 15.9266666666667 0.0932100992669999
154 14.8612903225806 0.064537630825567
155 14.5258064516129 0.0520478981087353
156 14.8666666666667 0.0585913832536055
157 15.1709677419355 0.12314809236641
158 16.1733333333333 0.0665976654406563
159 18.5612903225806 0.158533427793829
160 19.4516129032258 0.0965948158343041
161 20.475 0.146170245743587
162 20.7806451612903 0.0749794745876138
163 19.4933333333333 0.0715884363187197
164 18.0774193548387 0.156418908010547
165 15.7566666666667 0.0630058076748984
166 14.3193548387097 0.0742589706884911
167 14.1225806451613 0.0616458280546645
168 14.64 0.0724925679900575
169 16.258064516129 0.0724048049181415
170 16.94 0.143246431822524
171 19.0193548387097 0.1640495174942
172 19.5451612903226 0.181619874195365
173 20.65 0.0587569651393003
174 20.458064516129 0.0550218321377367
175 19.1533333333333 0.0422726055510733
176 17.7967741935484 0.135081327233072
177 15.9266666666667 0.0516249368001246
178 14.5967741935484 0.0924556122464473
179 14.0258064516129 0.0362095876139414
180 14.5233333333333 0.0726641357779234
181 15.0161290322581 0.0486587357347282
182 15.6 0.139457075338862
183 17.441935483871 0.110499763396661
184 19.5838709677419 0.0988206558653995
185 20.2178571428571 0.101712008029905
186 20.241935483871 0.0426977860845788
187 19.6966666666667 0.102102420218912
188 18.2451612903226 0.0895434909262327
189 16.66 0.0960842542149647
190 14.6935483870968 0.0928561708791795
191 14.0258064516129 0.0227032004448825
192 14.6833333333333 0.0927341191700096
193 15.2387096774194 0.131793045597429
194 16.34 0.0900319228187246
195 18.0387096774194 0.125439221401025
196 20.2193548387097 0.123080475014783
197 18.9103448275862 0.206086262224081
198 18.4967741935484 0.0634973322558306
199 17.8166666666667 0.0706429151149547
200 17.0645161290323 0.0873195081107585
201 15.61 0.0618396145770208
202 13.9677419354839 0.0815689030950717
203 13.2612903225806 0.053817177446203
204 13.6733333333333 0.0833126411091521
205 14.8064516129032 0.104822993032029
206 16.4966666666667 0.136329834426619
207 15.6387096774194 0.120096504148565
208 18.4225806451613 0.265739369340752
209 20.7714285714286 0.094680909790519
210 20.8290322580645 0.105564896045711
211 19.65 0.144536516485285
212 18.1193548387097 0.0880395017449504
213 16.0166666666667 0.0836087403082877
214 15.1838709677419 0.0673774114526137
215 14.4806451612903 0.0543622566011378
216 14.8966666666667 0.0574322856323008
217 15.541935483871 0.174859340924548
218 17.3733333333333 0.0459718387894788
219 18.1903225806452 0.142055179246467
220 19.441935483871 0.155319593758617
221 20.8642857142857 0.0742180196238478
222 19.8 0.070938410360792
223 19.0366666666667 0.110431060653641
224 17.6645161290323 0.12763762440351
225 15.2166666666667 0.171543589402618
226 13.7290322580645 0.0531165382153297
227 13.5935483870968 0.03765590783761
228 14.6066666666667 0.106666666666667
229 15.2096774193548 0.0527430041652934
230 15.6033333333333 0.114317900503285
231 16.6193548387097 0.127963314201679
232 18.7677419354839 0.147771044697728
233 20.2607142857143 0.076866421225514
234 20.0290322580645 0.17451583089832
235 19.0533333333333 0.108884979208879
236 17.9612903225806 0.0895241205383698
237 16.0833333333333 0.115079516071094
238 14.5741935483871 0.131326380084656
239 14.1645161290323 0.0342503079326159
240 14.5933333333333 0.0807911075869993
241 14.9258064516129 0.0584693177392393
242 16.4633333333333 0.141053779043227
243 18.2193548387097 0.0773790217519198
244 20.7129032258065 0.12363160116291
245 21.0724137931034 0.0870842058553761
246 20.958064516129 0.0474679730282027
247 19.9533333333333 0.110665004834497
248 18.84 0.0927361849549571
